#ProvID; Culture; Religion; TradeGoods; Citizens; Freedmen; Slaves; Tribesmen; Civilization; Barbarian; NameRef;AraRef
27,roman,roman_pantheon,cloth,0,0,0,0,0,0,Fucens,noregion
28,roman,roman_pantheon,cloth,0,0,0,0,0,0,Corfinium,noregion
29,roman,roman_pantheon,cloth,0,0,0,0,0,0,Histonium,noregion
30,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aufidena,noregion
31,wiyot,roman_pantheon,cloth,0,0,0,0,0,0,Venafrum,noregion
32,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bovianum,noregion
33,roman,roman_pantheon,cloth,0,0,0,0,0,0,Corneliani,noregion
34,hassaniyya,roman_pantheon,cloth,0,0,0,0,0,0,Iuvanum,noregion
35,cheyenne,roman_pantheon,cloth,0,0,0,0,0,0,Buca,noregion
36,roman,roman_pantheon,cloth,0,0,0,0,0,0,Teanum Apulum,noregion
37,roman,roman_pantheon,cloth,0,0,0,0,0,0,Luceria,noregion
38,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sipontum,noregion
39,roman,roman_pantheon,cloth,0,0,0,0,0,0,Canusium,noregion
40,wiyot,roman_pantheon,cloth,0,0,0,0,0,0,Nola,noregion
41,roman,roman_pantheon,cloth,0,0,0,0,0,0,Beneventum,noregion
42,yucatec,roman_pantheon,cloth,0,0,0,0,0,0,Venusia,noregion
43,roman,roman_pantheon,cloth,0,0,0,0,0,0,Compsa,noregion
44,wiyot,roman_pantheon,cloth,0,0,0,0,0,0,Tuticum,noregion
45,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ausculum,noregion
46,roman,roman_pantheon,cloth,0,0,0,0,0,0,Potentia,noregion
47,wiyot,roman_pantheon,cloth,0,0,0,0,0,0,Acerronia,noregion
48,roman,roman_pantheon,cloth,0,0,0,0,0,0,Terventum,noregion
49,cajun,roman_pantheon,cloth,0,0,0,0,0,0,Gerumum,noregion
50,roman,roman_pantheon,cloth,0,0,0,0,0,0,Urium,noregion
51,roman,roman_pantheon,cloth,0,0,0,0,0,0,Laus,noregion
52,roman,roman_pantheon,cloth,0,0,0,0,0,0,Thurii,noregion
53,roman,roman_pantheon,cloth,0,0,0,0,0,0,Grumentum,noregion
54,roman,roman_pantheon,cloth,0,0,0,0,0,0,Heraclea,noregion
55,roman,roman_pantheon,cloth,0,0,0,0,0,0,Metapontum,noregion
56,roman,roman_pantheon,cloth,0,0,0,0,0,0,Tarentum,noregion
57,aboriginal,roman_pantheon,cloth,0,0,0,0,0,0,Brundisium,noregion
58,quechua,roman_pantheon,cloth,0,0,0,0,0,0,Barduli,noregion
59,roman,roman_pantheon,cloth,0,0,0,0,0,0,Consilinum,noregion
60,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bantium,noregion
61,roman,roman_pantheon,cloth,0,0,0,0,0,0,Siris,noregion
62,roman,roman_pantheon,cloth,0,0,0,0,0,0,Menturia,noregion
63,aboriginal,roman_pantheon,cloth,0,0,0,0,0,0,Callipolis,noregion
64,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hydruntum,noregion
65,roman,roman_pantheon,cloth,0,0,0,0,0,0,Lupiae,noregion
66,roman,roman_pantheon,cloth,0,0,0,0,0,0,Barium,noregion
67,tigre,roman_pantheon,cloth,0,0,0,0,0,0,Gnatia,noregion
68,roman,roman_pantheon,cloth,0,0,0,0,0,0,Turium,noregion
69,roman,roman_pantheon,cloth,0,0,0,0,0,0,Natiolum,noregion
70,roman,roman_pantheon,cloth,0,0,0,0,0,0,Silvium,noregion
71,roman,roman_pantheon,cloth,0,0,0,0,0,0,Stiglianum,noregion
72,roman,roman_pantheon,cloth,0,0,0,0,0,0,Rhegium,noregion
73,roman,roman_pantheon,cloth,0,0,0,0,0,0,Locri,noregion
74,roman,roman_pantheon,cloth,0,0,0,0,0,0,Stylacium,noregion
75,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hipponium,noregion
76,tigre,roman_pantheon,cloth,0,0,0,0,0,0,Tempsa,noregion
77,roman,roman_pantheon,cloth,0,0,0,0,0,0,Consentia,noregion
78,roman,roman_pantheon,cloth,0,0,0,0,0,0,Croton,noregion
79,roman,roman_pantheon,cloth,0,0,0,0,0,0,Petelia,noregion
80,roman,roman_pantheon,cloth,0,0,0,0,0,0,Messana,noregion
81,roman,roman_pantheon,cloth,0,0,0,0,0,0,Tauromenium,noregion
82,roman,roman_pantheon,cloth,0,0,0,0,0,0,Catana,noregion
83,baloch,roman_pantheon,cloth,0,0,0,0,0,0,Leontini,noregion
84,roman,roman_pantheon,cloth,0,0,0,0,0,0,Syracusae,noregion
85,roman,roman_pantheon,cloth,0,0,0,0,0,0,Gela,noregion
86,pashtun,roman_pantheon,cloth,0,0,0,0,0,0,Acragas,noregion
87,roman,roman_pantheon,cloth,0,0,0,0,0,0,Acrae,noregion
88,roman,roman_pantheon,cloth,0,0,0,0,0,0,Murgantia,noregion
89,roman,roman_pantheon,cloth,0,0,0,0,0,0,Enna,noregion
90,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hypana,noregion
91,roman,roman_pantheon,cloth,0,0,0,0,0,0,Heraclea Minoa,noregion
92,roman,roman_pantheon,cloth,0,0,0,0,0,0,Egesta,noregion
93,roman,roman_pantheon,cloth,0,0,0,0,0,0,Selinus,noregion
94,roman,roman_pantheon,cloth,0,0,0,0,0,0,Lilybaeum,noregion
95,roman,roman_pantheon,cloth,0,0,0,0,0,0,Eryx,noregion
96,roman,roman_pantheon,cloth,0,0,0,0,0,0,Panorumus,noregion
97,roman,roman_pantheon,cloth,0,0,0,0,0,0,Thermae Himeraeae,noregion
98,roman,roman_pantheon,cloth,0,0,0,0,0,0,Cephaleodium,noregion
99,miao,roman_pantheon,cloth,0,0,0,0,0,0,Tyndaris,noregion
100,roman,roman_pantheon,cloth,0,0,0,0,0,0,Calacte,noregion
101,roman,roman_pantheon,cloth,0,0,0,0,0,0,Camarina,noregion
102,roman,roman_pantheon,cloth,0,0,0,0,0,0,Tuder,noregion
103,roman,roman_pantheon,cloth,0,0,0,0,0,0,Plestia,noregion
104,ot_danum,roman_pantheon,cloth,0,0,0,0,0,0,Amiternum,noregion
105,han,roman_pantheon,cloth,0,0,0,0,0,0,Trebula,noregion
106,pashtun,roman_pantheon,cloth,0,0,0,0,0,0,Aternum,noregion
107,roman,roman_pantheon,cloth,0,0,0,0,0,0,Interamnia,noregion
108,black_british,roman_pantheon,cloth,0,0,0,0,0,0,Matrinum,noregion
109,roman,roman_pantheon,cloth,0,0,0,0,0,0,Asculum,noregion
110,roman,roman_pantheon,cloth,0,0,0,0,0,0,Septempeda,noregion
111,roman,roman_pantheon,cloth,0,0,0,0,0,0,Picenum,noregion
112,roman,roman_pantheon,cloth,0,0,0,0,0,0,Telamon,noregion
113,english,roman_pantheon,cloth,0,0,0,0,0,0,Saturnia,noregion
114,roman,roman_pantheon,cloth,0,0,0,0,0,0,Vetulonia,noregion
115,roman,roman_pantheon,cloth,0,0,0,0,0,0,Rusellae,noregion
116,roman,roman_pantheon,cloth,0,0,0,0,0,0,Clusium,noregion
117,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ancona,noregion
118,roman,roman_pantheon,cloth,0,0,0,0,0,0,Cingulum,noregion
119,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sentinum,noregion
120,roman,roman_pantheon,cloth,0,0,0,0,0,0,Perusia,noregion
121,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sena Gallica,noregion
122,roman,roman_pantheon,cloth,0,0,0,0,0,0,Urbinum,noregion
123,roman,roman_pantheon,cloth,0,0,0,0,0,0,Iguvium,noregion
124,roman,roman_pantheon,cloth,0,0,0,0,0,0,Cortona,noregion
125,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ad Novas,noregion
126,aboriginal,roman_pantheon,cloth,0,0,0,0,0,0,Populonia,noregion
127,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ilva,noregion
128,roman,roman_pantheon,cloth,0,0,0,0,0,0,Vada Volaterrana,noregion
129,roman,roman_pantheon,cloth,0,0,0,0,0,0,Volaterrae,noregion
130,roman,roman_pantheon,cloth,0,0,0,0,0,0,Saena,noregion
131,roman,roman_pantheon,cloth,0,0,0,0,0,0,Arretium,noregion
132,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sarsina,noregion
133,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ariminium,noregion
134,roman,roman_pantheon,cloth,0,0,0,0,0,0,Florentia,noregion
135,zaque,roman_pantheon,cloth,0,0,0,0,0,0,Valvata,noregion
136,roman,roman_pantheon,cloth,0,0,0,0,0,0,Pisae,noregion
137,han,roman_pantheon,cloth,0,0,0,0,0,0,Luna,noregion
138,nunavut,roman_pantheon,cloth,0,0,0,0,0,0,Luca,noregion
139,purepecha,roman_pantheon,cloth,0,0,0,0,0,0,Pistoriae,noregion
140,roman,roman_pantheon,cloth,0,0,0,0,0,0,Festulae,noregion
141,han,roman_pantheon,cloth,0,0,0,0,0,0,Portus Veneris,noregion
142,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ravenna,noregion
143,roman,roman_pantheon,cloth,0,0,0,0,0,0,Brundulum,noregion
144,roman,roman_pantheon,cloth,0,0,0,0,0,0,Spina,noregion
145,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hadriani,noregion
146,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bononia,noregion
147,roman,roman_pantheon,cloth,0,0,0,0,0,0,Faventia,noregion
148,roman,roman_pantheon,cloth,0,0,0,0,0,0,Popilii,noregion
149,roman,roman_pantheon,cloth,0,0,0,0,0,0,Mutina,noregion
150,tigre,roman_pantheon,cloth,0,0,0,0,0,0,Vicus Aventia,noregion
151,roman,roman_pantheon,cloth,0,0,0,0,0,0,Regium Lepidum,noregion
152,han,roman_pantheon,cloth,0,0,0,0,0,0,Parma,noregion
153,lithuanian,roman_pantheon,cloth,0,0,0,0,0,0,Forum Novum,noregion
154,roman,roman_pantheon,cloth,0,0,0,0,0,0,Rubra,noregion
155,roman,roman_pantheon,cloth,0,0,0,0,0,0,Kiskisos,noregion
156,roman,roman_pantheon,cloth,0,0,0,0,0,0,Myra,noregion
157,aboriginal,roman_pantheon,cloth,0,0,0,0,0,0,Ouarsapa,noregion
158,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ablastha,noregion
159,roman,roman_pantheon,cloth,0,0,0,0,0,0,Choma,noregion
160,roman,roman_pantheon,cloth,0,0,0,0,0,0,Arykanda,noregion
161,roman,roman_pantheon,cloth,0,0,0,0,0,0,Limyra,noregion
162,akan,roman_pantheon,cloth,0,0,0,0,0,0,Olympus,noregion
163,han,roman_pantheon,cloth,0,0,0,0,0,0,Osdara,noregion
164,han,roman_pantheon,cloth,0,0,0,0,0,0,Phaselis,noregion
165,ahanta,roman_pantheon,cloth,0,0,0,0,0,0,Olbia Pamphylia,noregion
166,hungarian,roman_pantheon,cloth,0,0,0,0,0,0,Perge,noregion
167,roman,roman_pantheon,cloth,0,0,0,0,0,0,Pednelissus,noregion
168,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aspendus,noregion
169,roman,roman_pantheon,cloth,0,0,0,0,0,0,Laranda,noregion
170,roman,roman_pantheon,cloth,0,0,0,0,0,0,Termessus,noregion
171,bengali,roman_pantheon,cloth,0,0,0,0,0,0,Isinda,noregion
172,roman,roman_pantheon,cloth,0,0,0,0,0,0,Comana,noregion
173,roman,roman_pantheon,cloth,0,0,0,0,0,0,Koropassos,noregion
174,roman,roman_pantheon,cloth,0,0,0,0,0,0,Congussus,noregion
175,mohawk,roman_pantheon,cloth,0,0,0,0,0,0,Plomma,noregion
176,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ekdaumaua,noregion
177,roman,roman_pantheon,cloth,0,0,0,0,0,0,Laodicea Combusta,noregion
178,tigre,roman_pantheon,cloth,0,0,0,0,0,0,Tyriaion,noregion
179,roman,roman_pantheon,cloth,0,0,0,0,0,0,Philomelium,noregion
180,roman,roman_pantheon,cloth,0,0,0,0,0,0,Keissia,noregion
181,roman,roman_pantheon,cloth,0,0,0,0,0,0,Klaneos,noregion
182,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aurokra,noregion
183,roman,roman_pantheon,cloth,0,0,0,0,0,0,Amorium,noregion
184,tigre,roman_pantheon,cloth,0,0,0,0,0,0,Dokimeion,noregion
185,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ipsus,noregion
186,roman,roman_pantheon,cloth,0,0,0,0,0,0,Eucarpia,noregion
187,phryni,roman_pantheon,cloth,0,0,0,0,0,0,Kidyessos,noregion
188,roman,roman_pantheon,cloth,0,0,0,0,0,0,Pessinus,noregion
189,roman,roman_pantheon,cloth,0,0,0,0,0,0,Gordium,noregion
190,roman,roman_pantheon,cloth,0,0,0,0,0,0,Cinna,noregion
191,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ouetissos,noregion
192,roman,roman_pantheon,cloth,0,0,0,0,0,0,Tolastochora,noregion
193,sedetanian,roman_pantheon,cloth,0,0,0,0,0,0,Gorbeus,noregion
194,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ancyra,noregion
195,han,roman_pantheon,cloth,0,0,0,0,0,0,Bolecasgus,noregion
196,black_british,roman_pantheon,cloth,0,0,0,0,0,0,Klossama,noregion
197,mum,roman_pantheon,cloth,0,0,0,0,0,0,Sarmalius,noregion
198,roman,roman_pantheon,cloth,0,0,0,0,0,0,Gangra,noregion
199,roman,roman_pantheon,cloth,0,0,0,0,0,0,Kandara,noregion
200,yucatec,roman_pantheon,cloth,0,0,0,0,0,0,Kimiata,noregion
201,roman,roman_pantheon,cloth,0,0,0,0,0,0,Claneus,noregion
202,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ciscissus,noregion
203,roman,roman_pantheon,cloth,0,0,0,0,0,0,Asklepios,noregion
204,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ecobrogis,noregion
205,roman,roman_pantheon,cloth,0,0,0,0,0,0,Zeila,noregion
206,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aegealus,noregion
207,roman,roman_pantheon,cloth,0,0,0,0,0,0,Heraclea Pontica,noregion
208,tigre,roman_pantheon,cloth,0,0,0,0,0,0,Sisamos,noregion
209,roman,roman_pantheon,cloth,0,0,0,0,0,0,Tius,noregion
210,roman,roman_pantheon,cloth,0,0,0,0,0,0,Dadybra,noregion
211,pashtun,roman_pantheon,cloth,0,0,0,0,0,0,Ziporea,noregion
212,roman,roman_pantheon,cloth,0,0,0,0,0,0,Parthenia,noregion
213,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sora,noregion
214,roman,roman_pantheon,cloth,0,0,0,0,0,0,Proseilemmene,noregion
215,roman,roman_pantheon,cloth,0,0,0,0,0,0,Krateia,noregion
216,roman,roman_pantheon,cloth,0,0,0,0,0,0,Zeita,noregion
217,roman,roman_pantheon,cloth,0,0,0,0,0,0,Antoniopolis,noregion
218,roman,roman_pantheon,cloth,0,0,0,0,0,0,Anadynata,noregion
219,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bithynium,noregion
220,roman,roman_pantheon,cloth,0,0,0,0,0,0,Carus Vicus,noregion
221,roman,roman_pantheon,cloth,0,0,0,0,0,0,Artiknos,noregion
222,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bloukion,noregion
223,sogdian,roman_pantheon,cloth,0,0,0,0,0,0,Legna,noregion
224,han,roman_pantheon,cloth,0,0,0,0,0,0,Iuliopolis,noregion
225,roman,roman_pantheon,cloth,0,0,0,0,0,0,Lagania,noregion
226,mohawk,roman_pantheon,cloth,0,0,0,0,0,0,Mnizos,noregion
227,black_british,roman_pantheon,cloth,0,0,0,0,0,0,Trokna,noregion
228,roman,roman_pantheon,cloth,0,0,0,0,0,0,Androna,noregion
229,roman,roman_pantheon,cloth,0,0,0,0,0,0,Orbana,noregion
230,roman,roman_pantheon,cloth,0,0,0,0,0,0,Selmena,noregion
231,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ikotarion,noregion
232,rusyn,roman_pantheon,cloth,0,0,0,0,0,0,Bonita,noregion
233,roman,roman_pantheon,cloth,0,0,0,0,0,0,Prusias,noregion
234,roman,roman_pantheon,cloth,0,0,0,0,0,0,Chelae,noregion
235,han,roman_pantheon,cloth,0,0,0,0,0,0,Trikomia,noregion
236,mazandarani,roman_pantheon,cloth,0,0,0,0,0,0,Tarsus,noregion
237,roman,roman_pantheon,cloth,0,0,0,0,0,0,Embolus,noregion
238,roman,roman_pantheon,cloth,0,0,0,0,0,0,Dia,noregion
239,roman,roman_pantheon,cloth,0,0,0,0,0,0,Psillium,noregion
240,roman,roman_pantheon,cloth,0,0,0,0,0,0,Chalcedon,noregion
241,roman,roman_pantheon,cloth,0,0,0,0,0,0,Rhebas,noregion
242,roman,roman_pantheon,cloth,0,0,0,0,0,0,Libyssa,noregion
243,roman,roman_pantheon,cloth,0,0,0,0,0,0,Astacus,noregion
244,roman,roman_pantheon,cloth,0,0,0,0,0,0,Nicaea,noregion
245,roman,roman_pantheon,cloth,0,0,0,0,0,0,Prusias ad Mare,noregion
246,roman,roman_pantheon,cloth,0,0,0,0,0,0,Strobilus,noregion
247,han,roman_pantheon,cloth,0,0,0,0,0,0,Pythopolis,noregion
248,bengali,roman_pantheon,cloth,0,0,0,0,0,0,Myrlea,noregion
249,roman,roman_pantheon,cloth,0,0,0,0,0,0,Eikote,noregion
250,roman,roman_pantheon,cloth,0,0,0,0,0,0,Helge,noregion
251,roman,roman_pantheon,cloth,0,0,0,0,0,0,Miletopolis,noregion
252,roman,roman_pantheon,cloth,0,0,0,0,0,0,Cyzicus,noregion
253,shilluk,roman_pantheon,cloth,0,0,0,0,0,0,Daskyleion,noregion
254,roman,roman_pantheon,cloth,0,0,0,0,0,0,Zeleia,noregion
255,han,roman_pantheon,cloth,0,0,0,0,0,0,Parium,noregion
256,beja,roman_pantheon,cloth,0,0,0,0,0,0,Lampsacus,noregion
257,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ilium,noregion
258,roman,roman_pantheon,cloth,0,0,0,0,0,0,Alexandria Troas,noregion
259,roman,roman_pantheon,cloth,0,0,0,0,0,0,Assus,noregion
260,central_american,roman_pantheon,cloth,0,0,0,0,0,0,Kebren,noregion
261,roman,roman_pantheon,cloth,0,0,0,0,0,0,Abydus,noregion
262,roman,roman_pantheon,cloth,0,0,0,0,0,0,Colonae,noregion
263,roman,roman_pantheon,cloth,0,0,0,0,0,0,Naxus,noregion
264,roman,roman_pantheon,cloth,0,0,0,0,0,0,Baris,noregion
265,roman,roman_pantheon,cloth,0,0,0,0,0,0,Argiza,noregion
266,roman,roman_pantheon,cloth,0,0,0,0,0,0,Rhodus,noregion
267,roman,roman_pantheon,cloth,0,0,0,0,0,0,Kale Peuke,noregion
268,wiyot,roman_pantheon,cloth,0,0,0,0,0,0,Skepsis,noregion
269,roman,roman_pantheon,cloth,0,0,0,0,0,0,Pericharaxis,noregion
270,roman,roman_pantheon,cloth,0,0,0,0,0,0,Lemnus,noregion
271,roman,roman_pantheon,cloth,0,0,0,0,0,0,Attea,noregion
272,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hiera,noregion
273,roman,roman_pantheon,cloth,0,0,0,0,0,0,Stratonicaea Lydia,noregion
274,roman,roman_pantheon,cloth,0,0,0,0,0,0,Thyatira,noregion
275,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hermokapeleia,noregion
276,roman,roman_pantheon,cloth,0,0,0,0,0,0,Apollonia Lydia,noregion
277,roman,roman_pantheon,cloth,0,0,0,0,0,0,Scyrus,noregion
278,roman,roman_pantheon,cloth,0,0,0,0,0,0,Pergamum,noregion
279,roman,roman_pantheon,cloth,0,0,0,0,0,0,Elaea,noregion
280,avar,roman_pantheon,cloth,0,0,0,0,0,0,Carpathus,noregion
281,roman,roman_pantheon,cloth,0,0,0,0,0,0,Adramyttium,noregion
282,tayuan,roman_pantheon,cloth,0,0,0,0,0,0,Heraclea Aeolia,noregion
283,han,roman_pantheon,cloth,0,0,0,0,0,0,Mytilene,noregion
284,xaayda,roman_pantheon,cloth,0,0,0,0,0,0,Eresos,noregion
285,han,roman_pantheon,cloth,0,0,0,0,0,0,Cyme,noregion
286,roman,roman_pantheon,cloth,0,0,0,0,0,0,Chius,noregion
287,mongo,roman_pantheon,cloth,0,0,0,0,0,0,Smyrna,noregion
288,roman,roman_pantheon,cloth,0,0,0,0,0,0,Teus,noregion
289,roman,roman_pantheon,cloth,0,0,0,0,0,0,Erythrae,noregion
290,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ephesus,noregion
291,roman,roman_pantheon,cloth,0,0,0,0,0,0,Colophon,noregion
292,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sardis,noregion
293,bakwe,roman_pantheon,cloth,0,0,0,0,0,0,Myloukome,noregion
294,roman,roman_pantheon,cloth,0,0,0,0,0,0,Larisa Ionia,noregion
295,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hypaipa,noregion
296,orang_laut,roman_pantheon,cloth,0,0,0,0,0,0,Magnesia,noregion
297,roman,roman_pantheon,cloth,0,0,0,0,0,0,Imbrus,noregion
298,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aegae,noregion
299,roman,roman_pantheon,cloth,0,0,0,0,0,0,Maiboza,noregion
300,roman,roman_pantheon,cloth,0,0,0,0,0,0,Maionia,noregion
301,roman,roman_pantheon,cloth,0,0,0,0,0,0,Silandus,noregion
302,roman,roman_pantheon,cloth,0,0,0,0,0,0,Cadi,noregion
303,roman,roman_pantheon,cloth,0,0,0,0,0,0,Synaos,noregion
304,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hyssa,noregion
305,roman,roman_pantheon,cloth,0,0,0,0,0,0,Porotta,noregion
306,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ariandos,noregion
307,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bageis,noregion
308,yucatec,roman_pantheon,cloth,0,0,0,0,0,0,Blaundos,noregion
309,baloch,roman_pantheon,cloth,0,0,0,0,0,0,Acmonia,noregion
310,caracas,roman_pantheon,cloth,0,0,0,0,0,0,Lerus,noregion
311,roman,roman_pantheon,cloth,0,0,0,0,0,0,Dionysoupolis,noregion
312,dixie,roman_pantheon,cloth,0,0,0,0,0,0,Appia,noregion
313,roman,roman_pantheon,cloth,0,0,0,0,0,0,Malos,noregion
314,roman,roman_pantheon,cloth,0,0,0,0,0,0,Nacolea,noregion
315,roman,roman_pantheon,cloth,0,0,0,0,0,0,Dorylaeum,noregion
316,roman,roman_pantheon,cloth,0,0,0,0,0,0,Midaeum,noregion
317,roman,roman_pantheon,cloth,0,0,0,0,0,0,Cotyaeum,noregion
318,afroamerican,roman_pantheon,cloth,0,0,0,0,0,0,Meiros,noregion
319,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aezani,noregion
320,han,roman_pantheon,cloth,0,0,0,0,0,0,Hadrianeia,noregion
321,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hadrianoi,noregion
322,roman,roman_pantheon,cloth,0,0,0,0,0,0,Lamounia,noregion
323,tshu-kwe,roman_pantheon,cloth,0,0,0,0,0,0,Sarkotyle,noregion
324,roman,roman_pantheon,cloth,0,0,0,0,0,0,Otroia,noregion
325,ahtna,roman_pantheon,cloth,0,0,0,0,0,0,Kabia,noregion
326,roman,roman_pantheon,cloth,0,0,0,0,0,0,Modra,noregion
327,wiyot,roman_pantheon,cloth,0,0,0,0,0,0,Oka,noregion
328,roman,roman_pantheon,cloth,0,0,0,0,0,0,Orcistus,noregion
329,roman,roman_pantheon,cloth,0,0,0,0,0,0,Milia,noregion
330,roman,roman_pantheon,cloth,0,0,0,0,0,0,Carpasia,noregion
331,roman,roman_pantheon,cloth,0,0,0,0,0,0,Salamis,noregion
332,roman,roman_pantheon,cloth,0,0,0,0,0,0,Citium,noregion
333,roman,roman_pantheon,cloth,0,0,0,0,0,0,Soli Cyprus,noregion
334,roman,roman_pantheon,cloth,0,0,0,0,0,0,Paphus,noregion
335,roman,roman_pantheon,cloth,0,0,0,0,0,0,Lapethus,noregion
336,roman,roman_pantheon,cloth,0,0,0,0,0,0,Tamasus,noregion
337,roman,roman_pantheon,cloth,0,0,0,0,0,0,Hadrianoutherai,noregion
338,roman,roman_pantheon,cloth,0,0,0,0,0,0,Amathus,noregion
339,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sebaste,noregion
340,roman,roman_pantheon,cloth,0,0,0,0,0,0,Turgalium,noregion
341,roman,roman_pantheon,cloth,0,0,0,0,0,0,Philia,noregion
342,roman,roman_pantheon,cloth,0,0,0,0,0,0,Salmydessus,noregion
343,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aulaiouteichos,noregion
344,anyin,roman_pantheon,cloth,0,0,0,0,0,0,Praesos,noregion
345,roman,roman_pantheon,cloth,0,0,0,0,0,0,Selymbria,noregion
346,roman,roman_pantheon,cloth,0,0,0,0,0,0,Perinthus,noregion
347,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bisanthe,noregion
348,roman,roman_pantheon,cloth,0,0,0,0,0,0,Bergoule,noregion
349,roman,roman_pantheon,cloth,0,0,0,0,0,0,Sestus,noregion
350,roman,roman_pantheon,cloth,0,0,0,0,0,0,Lysimachaea,noregion
351,roman,roman_pantheon,cloth,0,0,0,0,0,0,Eleutherna,noregion
352,roman,roman_pantheon,cloth,0,0,0,0,0,0,Ornoi,noregion
353,roman,roman_pantheon,cloth,0,0,0,0,0,0,Kypsela,noregion
354,roman,roman_pantheon,cloth,0,0,0,0,0,0,Aenus,noregion
