ProvID,Culture,Religion,TradeGoods,Citizens,Freedmen,Slaves,Tribesmen,Nobles,Civilization,SettlementRank,Barbarian,NameRef,AraRef,Terrain,isChanged
157,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov157,noregion,plains,FALSE
158,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov158,noregion,plains,FALSE
159,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov159,noregion,plains,FALSE
160,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov160,noregion,plains,FALSE
161,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov161,noregion,plains,FALSE
162,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov162,noregion,plains,FALSE
163,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov163,noregion,plains,FALSE
164,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov164,noregion,plains,FALSE
165,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov165,noregion,plains,FALSE
166,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov166,noregion,plains,FALSE
167,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov167,noregion,plains,FALSE
168,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov168,noregion,plains,FALSE
169,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov169,noregion,plains,FALSE
170,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov170,noregion,plains,FALSE
171,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov171,noregion,plains,FALSE
172,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov172,noregion,plains,FALSE
173,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov173,noregion,plains,FALSE
174,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov174,noregion,plains,FALSE
175,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov175,noregion,plains,FALSE
176,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov176,noregion,plains,FALSE
177,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov177,noregion,plains,FALSE
178,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov178,noregion,plains,FALSE
179,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov179,noregion,plains,FALSE
180,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov180,noregion,plains,FALSE
181,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov181,noregion,plains,FALSE
182,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov182,noregion,plains,FALSE
183,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov183,noregion,plains,FALSE
184,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov184,noregion,plains,FALSE
185,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov185,noregion,plains,FALSE
186,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov186,noregion,plains,FALSE
187,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov187,noregion,plains,FALSE
188,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov188,noregion,plains,FALSE
189,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov189,noregion,plains,FALSE
190,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov190,noregion,plains,FALSE
191,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov191,noregion,plains,FALSE
192,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov192,noregion,plains,FALSE
193,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov193,noregion,plains,FALSE
194,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov194,noregion,plains,FALSE
195,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov195,noregion,plains,FALSE
196,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov196,noregion,plains,FALSE
197,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov197,noregion,plains,FALSE
198,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov198,noregion,plains,FALSE
199,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov199,noregion,plains,FALSE
200,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov200,noregion,plains,FALSE
201,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov201,noregion,plains,FALSE
202,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov202,noregion,plains,FALSE
203,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov203,noregion,plains,FALSE
204,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov204,noregion,plains,FALSE
205,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov205,noregion,plains,FALSE
206,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov206,noregion,plains,FALSE
207,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov207,noregion,plains,FALSE
208,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov208,noregion,plains,FALSE
209,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov209,noregion,plains,FALSE
210,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov210,noregion,plains,FALSE
211,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov211,noregion,plains,FALSE
212,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov212,noregion,plains,FALSE
213,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov213,noregion,plains,FALSE
214,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov214,noregion,plains,FALSE
215,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov215,noregion,plains,FALSE
216,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov216,noregion,plains,FALSE
217,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov217,noregion,plains,FALSE
218,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov218,noregion,plains,FALSE
219,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov219,noregion,plains,FALSE
220,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov220,noregion,plains,FALSE
221,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov221,noregion,plains,FALSE
222,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov222,noregion,plains,FALSE
223,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov223,noregion,plains,FALSE
224,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov224,noregion,plains,FALSE
225,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov225,noregion,plains,FALSE
226,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov226,noregion,plains,FALSE
227,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov227,noregion,plains,FALSE
228,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov228,noregion,plains,FALSE
229,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov229,noregion,plains,FALSE
230,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov230,noregion,plains,FALSE
231,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov231,noregion,plains,FALSE
232,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov232,noregion,plains,FALSE
233,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov233,noregion,plains,FALSE
234,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov234,noregion,plains,FALSE
235,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov235,noregion,plains,FALSE
236,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov236,noregion,plains,FALSE
237,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov237,noregion,plains,FALSE
238,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov238,noregion,plains,FALSE
239,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov239,noregion,plains,FALSE
240,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov240,noregion,plains,FALSE
241,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov241,noregion,plains,FALSE
242,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov242,noregion,plains,FALSE
243,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov243,noregion,plains,FALSE
244,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov244,noregion,plains,FALSE
245,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov245,noregion,plains,FALSE
246,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov246,noregion,plains,FALSE
247,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov247,noregion,plains,FALSE
248,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov248,noregion,plains,FALSE
249,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov249,noregion,plains,FALSE
250,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov250,noregion,plains,FALSE
251,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov251,noregion,plains,FALSE
252,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov252,noregion,plains,FALSE
253,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov253,noregion,plains,FALSE
254,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov254,noregion,plains,FALSE
255,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov255,noregion,plains,FALSE
256,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov256,noregion,plains,FALSE
257,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov257,noregion,plains,FALSE
258,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov258,noregion,plains,FALSE
259,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov259,noregion,plains,FALSE
260,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov260,noregion,plains,FALSE
261,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov261,noregion,plains,FALSE
262,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov262,noregion,plains,FALSE
263,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov263,noregion,plains,FALSE
264,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov264,noregion,plains,FALSE
265,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov265,noregion,plains,FALSE
